year_birth,education,marital_status,income,kidhome,teenhome,date,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,response,customer_age,age_group,day_as_customer,loyality_tier,is_parent,household_size,Total_Spending
1975,2N Cycle,Divorced,11448.0,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,50,45-60,4145,very loyal,0,1,14
1979,Graduation,Single,61825.0,0,1,2013-08-07,56,162,50,100,55,30,27,1,4,2,8,4,0,46,45-60,4275,very loyal,0,2,424
1971,Graduation,Married,70886.0,1,0,2013-10-14,65,407,70,239,103,88,53,1,5,4,4,2,0,54,45-60,4207,very loyal,1,2,960
1982,Graduation,Married,69109.0,0,0,2012-11-09,10,823,25,459,124,29,95,1,6,6,7,4,1,43,30-45,4546,very loyal,0,1,1555
1973,Graduation,Widowed,60208.0,1,1,2012-10-07,13,488,23,71,15,0,59,11,8,3,7,7,1,52,45-60,4579,very loyal,1,3,656
1968,Master,Married,32889.0,1,1,2013-09-06,78,28,0,13,4,2,8,3,2,1,3,5,0,57,45-60,4245,very loyal,1,3,55
1984,Graduation,Single,34738.0,1,0,2014-05-11,51,3,2,10,3,0,2,1,1,0,3,6,0,41,30-45,3998,very loyal,1,2,20
1971,Master,Married,30538.0,1,0,2012-10-01,27,284,0,52,8,3,20,4,9,0,4,10,0,54,45-60,4585,very loyal,1,2,367
1977,2N Cycle,Married,82326.0,0,0,2014-03-10,30,938,142,754,159,81,183,1,5,10,6,2,1,48,45-60,4060,very loyal,0,1,2257
1967,Phd,Divorced,26642.0,1,0,2014-03-01,71,13,2,15,2,2,8,2,2,0,3,6,0,58,45-60,4069,very loyal,1,2,42
1964,Graduation,Divorced,69932.0,0,1,2013-06-12,97,412,172,153,150,105,57,2,7,6,11,4,0,61,60-80,4331,very loyal,0,2,1049
1972,Graduation,Single,44503.0,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,53,45-60,4023,very loyal,1,3,48
1948,Phd,Single,60200.0,0,1,2013-01-02,3,502,19,132,0,6,26,6,6,2,11,6,0,77,60-80,4492,very loyal,0,2,685
1952,Graduation,Divorced,49638.0,0,1,2014-04-19,71,18,10,3,3,5,0,1,1,0,3,2,0,73,60-80,4020,very loyal,0,2,39
1987,2N Cycle,Single,23830.0,0,0,2014-02-07,3,1,8,6,4,8,16,1,1,0,3,7,0,38,30-45,4091,very loyal,0,1,43
1959,Master,Widowed,33051.0,0,0,2012-08-16,15,100,71,243,108,94,219,3,9,1,8,9,1,66,60-80,4631,very loyal,0,1,835
1958,Graduation,Married,72905.0,0,0,2014-01-21,52,407,114,445,181,165,203,1,3,7,9,1,0,67,60-80,4108,very loyal,0,1,1515
1951,Phd,Married,69702.0,0,1,2013-02-19,8,664,9,240,50,19,57,2,7,7,10,4,0,74,60-80,4444,very loyal,0,2,1039
1975,Graduation,Divorced,70300.0,1,0,2013-07-15,89,1045,61,338,60,46,46,3,5,5,13,8,0,50,45-60,4298,very loyal,1,2,1596
1984,Phd,Married,70643.0,0,0,2012-10-15,66,1218,107,304,23,143,33,1,5,8,4,6,1,41,30-45,4571,very loyal,0,1,1828
1969,Phd,Married,30396.0,1,0,2014-04-30,22,15,0,6,0,1,12,2,1,1,2,7,1,56,45-60,4009,very loyal,1,2,34
1968,Phd,Divorced,50616.0,0,1,2014-04-18,56,128,0,16,0,1,4,2,4,0,4,7,0,57,45-60,4021,very loyal,0,2,149
1969,Master,Single,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,56,45-60,4355,very loyal,0,2,946
1985,Phd,Single,30298.0,0,0,2014-05-19,48,6,3,12,6,1,0,1,1,1,3,3,0,40,30-45,3990,very loyal,0,1,28
1984,Graduation,Single,52413.0,1,0,2012-11-03,67,185,8,133,56,56,12,2,7,1,7,7,0,41,30-45,4552,very loyal,1,2,450
1957,Phd,Married,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,68,60-80,4110,very loyal,1,3,46
1971,Phd,Divorced,86979.0,0,0,2013-11-07,67,584,100,835,65,83,35,1,5,5,5,2,1,54,45-60,4183,very loyal,0,1,1702
1975,Graduation,Married,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,50,45-60,4242,very loyal,1,3,820
1982,Graduation,Married,42081.0,1,0,2013-02-26,86,175,10,110,54,6,27,2,6,3,4,6,0,43,30-45,4437,very loyal,1,2,382
1988,Phd,Married,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,37,30-45,4616,very loyal,0,1,2126
1989,Master,Married,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,0,36,30-45,4007,very loyal,0,1,2069
1985,Graduation,Married,31158.0,1,0,2013-01-27,62,25,6,16,20,0,5,2,2,0,3,8,0,40,30-45,4467,very loyal,1,2,72
1968,Graduation,Divorced,61671.0,0,1,2014-06-03,23,641,7,56,0,0,28,8,10,4,6,8,0,57,45-60,3975,very loyal,0,2,732
1974,Graduation,Single,69719.0,0,0,2014-05-26,99,273,86,208,177,14,43,1,2,3,5,1,0,51,45-60,3983,very loyal,0,1,801
1949,Graduation,Divorced,49160.0,0,1,2013-10-20,29,122,21,43,25,10,15,2,3,1,6,6,0,76,60-80,4201,very loyal,0,2,236
1978,Basic,Married,24882.0,1,0,2012-09-09,52,1,4,10,29,0,36,1,1,1,2,6,0,47,45-60,4607,very loyal,1,2,80
1954,Phd,Single,90933.0,0,0,2014-03-31,90,1020,31,430,62,63,79,1,4,6,4,1,0,71,60-80,4039,very loyal,0,1,1685
1945,Phd,Single,113734.0,0,0,2014-05-28,9,6,2,3,1,262,3,0,27,0,0,1,0,80,60-80,3981,very loyal,0,1,277
1950,Phd,Married,59292.0,0,1,2013-06-13,71,378,14,68,19,14,14,2,3,5,8,3,0,75,60-80,4330,very loyal,0,2,507
1964,Phd,Married,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,61,60-80,4440,very loyal,1,3,68
1983,Graduation,Single,22148.0,0,0,2014-04-13,16,15,5,14,0,4,11,1,1,0,3,7,0,42,30-45,4026,very loyal,0,1,49
1987,Master,Married,73395.0,0,0,2014-03-18,94,272,7,80,20,7,11,1,4,4,6,2,0,38,30-45,4052,very loyal,0,1,397
1971,Graduation,Divorced,29819.0,1,0,2013-10-24,77,9,1,24,2,1,2,3,3,0,3,6,0,54,45-60,4197,very loyal,1,2,39
1968,Graduation,Married,45688.0,0,1,2014-01-25,20,279,0,18,0,0,9,2,3,1,8,4,0,57,45-60,4104,very loyal,0,2,306
1954,Graduation,Married,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,71,60-80,4363,very loyal,0,1,976
1971,Phd,Married,60491.0,0,1,2013-09-06,81,637,47,237,12,19,76,4,6,11,7,5,0,54,45-60,4245,very loyal,0,2,1028
1986,Graduation,Married,33235.0,1,0,2014-02-05,71,45,0,16,2,1,6,1,3,0,3,7,0,39,30-45,4093,very loyal,1,2,70
1959,Graduation,Married,35701.0,0,0,2013-03-19,36,21,1,9,7,3,5,1,1,0,3,6,0,66,60-80,4416,very loyal,0,1,46
1980,Master,Married,31535.0,1,0,2013-09-26,95,15,4,13,0,0,19,1,1,1,2,7,0,45,30-45,4225,very loyal,1,2,51
1960,2N Cycle,Married,92556.0,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,65,60-80,4019,very loyal,0,1,1263
1970,Graduation,Single,67384.0,0,1,2012-11-10,32,957,40,175,158,53,107,2,7,8,5,5,0,55,45-60,4545,very loyal,0,2,1490
1971,Master,Married,80573.0,0,0,2012-10-14,85,829,138,430,60,92,15,1,4,6,13,2,0,54,45-60,4572,very loyal,0,1,1564
1967,Graduation,Married,77870.0,0,1,2012-08-22,93,1017,50,500,65,50,133,3,5,5,5,8,1,58,45-60,4625,very loyal,0,2,1815
1963,Phd,Widowed,52278.0,0,1,2013-01-25,24,953,0,71,0,0,174,6,10,5,10,8,0,62,60-80,4469,very loyal,0,2,1198
1968,Graduation,Single,57107.0,0,1,2012-08-24,44,159,0,120,0,0,137,7,4,4,8,8,1,57,45-60,4623,very loyal,0,2,416
1990,Graduation,Married,18929.0,0,0,2013-02-16,15,32,0,8,23,4,18,1,1,0,4,6,0,35,30-45,4447,very loyal,0,1,85
1981,Phd,Single,36038.0,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,44,30-45,4343,very loyal,1,2,47
1976,Graduation,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,49,45-60,4443,very loyal,0,1,137
1965,Phd,Married,34230.0,1,1,2012-12-26,72,15,0,4,0,0,2,1,1,0,2,7,0,60,45-60,4499,very loyal,1,3,21
1977,2N Cycle,Single,31878.0,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,48,45-60,3956,very loyal,0,2,70
1972,2N Cycle,Married,70932.0,0,1,2014-01-19,57,200,193,100,46,185,185,2,6,2,12,3,0,53,45-60,4110,very loyal,0,2,909
1956,Graduation,Single,91249.0,0,0,2012-10-20,84,1324,27,119,71,108,27,0,7,9,6,4,1,69,60-80,4566,very loyal,0,1,1676
1943,Master,Single,77598.0,0,0,2013-10-01,53,1193,33,281,129,66,33,1,7,5,13,3,0,82,80+,4220,very loyal,0,1,1735
1959,Graduation,Single,80982.0,1,1,2013-01-08,48,505,137,401,104,22,22,3,11,5,11,5,0,66,60-80,4486,very loyal,1,3,1191
1977,Master,Married,22701.0,1,0,2013-09-05,2,2,4,9,0,4,5,1,1,0,3,5,0,48,45-60,4246,very loyal,1,2,24
1969,Phd,Married,55212.0,0,1,2012-11-23,65,1103,0,45,0,0,34,3,4,2,11,8,0,56,45-60,4532,very loyal,0,2,1182
1970,Graduation,Married,70617.0,0,0,2013-06-23,45,353,61,753,40,46,27,1,3,3,7,2,0,55,45-60,4320,very loyal,0,1,1280
1957,Graduation,Single,64849.0,0,0,2012-11-13,42,652,48,350,94,84,108,1,9,3,6,5,1,68,60-80,4542,very loyal,0,1,1336
1965,Master,Married,62694.0,1,1,2013-06-17,29,379,6,157,25,91,91,5,9,3,7,7,0,60,45-60,4326,very loyal,1,3,749
1974,Phd,Married,61917.0,1,1,2013-11-20,83,46,4,36,2,2,1,1,2,0,4,5,0,51,45-60,4170,very loyal,1,3,91
1947,Phd,Married,67472.0,0,1,2013-09-28,93,162,31,127,8,17,69,2,4,2,7,3,0,78,60-80,4223,very loyal,0,2,414
1982,Master,Married,21059.0,1,0,2014-01-07,40,8,3,19,3,3,8,3,3,0,3,6,0,43,30-45,4122,very loyal,1,2,44
1968,Master,Married,29543.0,2,0,2014-04-01,47,17,3,18,3,4,18,2,3,1,2,7,0,57,45-60,4038,very loyal,1,3,63
1951,Graduation,Married,75903.0,0,1,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,74,60-80,4396,very loyal,0,2,901
1975,2N Cycle,Married,34984.0,1,1,2012-09-06,40,8,4,15,3,5,3,2,1,0,3,7,0,50,45-60,4610,very loyal,1,3,38
1956,Phd,Single,54998.0,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,1,69,60-80,4425,very loyal,0,2,455
1949,Phd,Widowed,54356.0,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,1,76,60-80,4536,very loyal,0,2,775
1959,Master,Married,34242.0,0,1,2014-03-23,25,8,2,4,0,0,1,1,0,0,3,5,0,66,60-80,4047,very loyal,0,2,15
1973,Graduation,Married,25410.0,1,0,2013-08-31,48,2,2,4,13,13,4,1,1,0,4,4,0,52,45-60,4251,very loyal,1,2,38
1984,Phd,Married,73356.0,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,41,30-45,4092,very loyal,0,1,1512
1950,Graduation,Married,28320.0,0,1,2013-01-14,68,19,1,14,3,2,4,1,1,0,3,8,0,75,60-80,4480,very loyal,0,2,43
1977,Graduation,Single,23763.0,1,0,2012-08-07,64,22,0,6,6,2,6,1,1,0,3,7,0,48,45-60,4640,very loyal,1,2,42
1984,Graduation,Married,72570.0,0,0,2014-04-25,67,274,83,216,151,141,224,1,4,6,12,1,0,41,30-45,4014,very loyal,0,1,1089
1976,Master,Married,34529.0,1,0,2012-09-14,94,68,6,38,3,6,41,2,2,2,3,7,0,49,45-60,4602,very loyal,1,2,162
1951,Graduation,Widowed,70792.0,0,0,2013-02-06,82,344,45,654,104,11,114,2,3,4,10,3,0,74,60-80,4457,very loyal,0,1,1272
1982,Graduation,Married,63211.0,0,0,2012-11-02,3,145,193,459,205,26,145,2,3,8,7,2,1,43,30-45,4553,very loyal,0,1,1173
1974,Master,Married,83891.0,0,1,2014-06-20,24,217,38,350,111,85,15,1,4,7,10,1,0,51,45-60,3958,very loyal,0,2,816
1968,Graduation,Single,36065.0,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,57,45-60,4404,very loyal,1,3,74
1954,Graduation,Married,39898.0,0,1,2013-02-12,20,69,8,26,12,7,12,2,3,0,4,7,0,71,60-80,4451,very loyal,0,2,134
1940,Phd,Single,51141.0,0,0,2013-07-08,96,144,0,7,0,0,6,1,3,1,4,5,0,85,80+,4305,very loyal,0,1,157
1976,Graduation,Married,56939.0,0,1,2013-09-18,19,256,34,103,90,29,49,2,3,3,10,3,0,49,45-60,4233,very loyal,0,2,561
1951,Graduation,Single,80872.0,0,0,2014-05-12,60,483,72,567,94,12,108,1,4,4,10,1,0,74,60-80,3997,very loyal,0,1,1336
1976,Phd,Married,72335.0,0,0,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,1,49,45-60,4634,very loyal,0,1,2092
1964,Phd,Single,61798.0,0,0,2013-11-23,13,338,4,89,11,8,13,1,4,2,9,4,0,61,60-80,4167,very loyal,0,1,463
1950,Phd,Widowed,76842.0,0,0,2014-05-03,37,605,10,345,84,54,32,1,1,8,7,0,0,75,60-80,4006,very loyal,0,1,1130
1976,Graduation,Married,29478.0,1,0,2014-01-17,59,8,0,7,3,1,1,1,1,0,3,6,0,49,45-60,4112,very loyal,1,2,20
1956,Graduation,Single,46998.0,0,1,2012-10-22,55,172,41,86,45,6,27,5,5,3,5,7,0,69,60-80,4564,very loyal,0,2,377
1990,Graduation,Single,96843.0,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,1,35,30-45,4381,very loyal,0,1,1544
1950,Phd,Widowed,56551.0,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,75,60-80,4002,very loyal,1,3,138
1965,Master,Married,70053.0,0,1,2013-07-03,38,512,53,98,81,179,89,3,8,5,10,5,0,60,45-60,4310,very loyal,0,2,1012
1962,Phd,Widowed,71670.0,0,0,2013-07-09,8,1462,16,128,0,0,160,1,5,3,6,6,1,63,60-80,4304,very loyal,0,1,1766
1978,Graduation,Married,44359.0,1,1,2014-06-17,19,20,0,14,7,3,1,3,2,0,4,3,0,47,45-60,3961,very loyal,1,3,45
1952,Graduation,Single,40887.0,1,1,2013-05-06,32,50,4,44,10,10,43,3,3,1,3,9,1,73,60-80,4368,very loyal,1,3,161
1966,Graduation,Divorced,48877.0,0,1,2014-01-05,27,102,1,15,2,0,24,1,3,0,4,7,0,59,45-60,4124,very loyal,0,2,144
1947,Graduation,Married,74485.0,0,0,2013-08-24,58,499,149,815,173,49,49,1,6,7,12,3,0,78,60-80,4258,very loyal,0,1,1734
1972,Graduation,Married,64474.0,0,1,2013-10-22,59,381,35,172,56,86,93,2,8,2,10,5,0,53,45-60,4199,very loyal,0,2,823
1963,Graduation,Married,77226.0,0,1,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,62,60-80,4070,very loyal,0,2,1138
1949,Graduation,Widowed,72643.0,0,0,2013-02-27,60,526,80,553,123,94,53,1,3,10,7,2,1,76,60-80,4436,very loyal,0,1,1429
1978,Master,Married,85738.0,0,0,2014-01-23,41,913,26,376,17,26,13,1,3,6,11,1,0,47,45-60,4106,very loyal,0,1,1371
1966,Graduation,Divorced,55686.0,0,1,2013-02-14,27,673,0,199,37,47,26,2,6,3,5,4,0,59,45-60,4449,very loyal,0,2,982
1983,Graduation,Single,39062.0,1,0,2014-03-25,28,23,0,9,0,0,12,1,1,0,3,4,0,42,30-45,4045,very loyal,1,2,44
1971,Graduation,Married,34600.0,1,1,2013-01-01,8,199,33,60,8,3,15,5,5,2,5,8,1,54,45-60,4493,very loyal,1,3,318
1975,Graduation,Married,40794.0,0,1,2013-04-07,18,261,23,73,4,23,50,2,6,3,5,7,0,50,45-60,4397,very loyal,0,2,434
1971,2N Cycle,Married,54690.0,1,1,2013-11-07,76,111,16,37,7,9,18,3,3,1,5,3,0,54,45-60,4183,very loyal,1,3,198
1969,Graduation,Married,4428.0,0,1,2013-10-05,0,16,4,12,2,4,321,0,25,0,0,1,0,56,45-60,4216,very loyal,0,2,359
1963,2N Cycle,Married,32632.0,0,0,2012-08-02,32,63,151,137,153,19,53,2,4,4,8,5,0,62,60-80,4645,very loyal,0,1,576
1968,Phd,Single,38236.0,1,1,2013-09-20,2,58,0,18,2,0,10,4,3,0,4,7,0,57,45-60,4231,very loyal,1,3,88
1979,Graduation,Married,36781.0,1,0,2014-04-10,16,29,1,17,0,3,13,1,2,1,2,8,1,46,45-60,4029,very loyal,1,2,63
1984,Master,Single,31385.0,1,0,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,41,30-45,4520,very loyal,1,2,27
1984,Graduation,Married,24570.0,1,0,2013-02-27,97,28,34,62,11,14,44,3,4,0,4,9,0,41,30-45,4436,very loyal,1,2,193
1974,Phd,Divorced,25509.0,1,0,2012-09-18,15,40,3,30,10,7,11,3,3,0,3,9,1,51,45-60,4598,very loyal,1,2,101
1951,Graduation,Married,94642.0,0,0,2014-02-12,35,879,143,797,106,143,143,0,5,7,9,1,0,74,60-80,4086,very loyal,0,1,2211
1962,Master,Married,58646.0,0,1,2013-06-10,3,62,1,44,6,5,22,1,2,1,4,4,0,63,60-80,4333,very loyal,0,2,140
1975,Graduation,Single,53201.0,1,1,2013-02-12,49,280,7,81,20,0,27,8,6,3,5,7,0,50,45-60,4451,very loyal,1,3,415
1957,Graduation,Married,21994.0,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,68,60-80,4501,very loyal,0,2,22
1978,Graduation,Married,57113.0,1,1,2013-02-06,45,182,4,33,0,2,42,6,4,1,5,7,0,47,45-60,4457,very loyal,1,3,263
1991,Graduation,Married,51373.0,0,0,2013-06-22,37,83,2,101,64,26,117,1,3,5,3,4,0,34,30-45,4321,very loyal,0,1,393
1986,Graduation,Married,23477.0,1,0,2013-10-21,39,38,15,54,3,8,29,3,3,0,4,8,0,39,30-45,4200,very loyal,1,2,147
1956,Graduation,Married,58116.0,0,1,2014-04-13,38,228,19,130,4,11,51,2,3,3,8,2,0,69,60-80,4026,very loyal,0,2,443
1963,Phd,Divorced,72968.0,0,0,2013-12-16,8,1092,37,592,145,37,55,1,5,5,8,3,1,62,60-80,4144,very loyal,0,1,1958
1971,Master,Married,39791.0,0,1,2013-03-28,89,85,15,27,13,13,21,2,3,1,4,7,0,54,45-60,4407,very loyal,0,2,174
1947,Master,Single,91712.0,0,0,2013-10-17,47,1276,24,746,94,29,48,0,9,7,11,3,1,78,60-80,4204,very loyal,0,1,2217
1958,Graduation,Single,94472.0,0,1,2014-04-03,75,1017,33,417,108,100,16,1,5,5,5,5,0,67,60-80,4036,very loyal,0,2,1691
1960,Graduation,Married,13672.0,1,1,2013-04-17,86,6,2,9,2,1,5,2,1,0,3,8,0,65,60-80,4387,very loyal,1,3,25
1980,2N Cycle,Married,96547.0,0,0,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,45,30-45,3986,very loyal,0,1,809
1975,Graduation,Married,79205.0,0,0,2012-08-29,73,504,23,117,179,28,44,1,6,5,4,4,1,50,45-60,4618,very loyal,0,1,895
1975,Phd,Married,56559.0,0,1,2012-12-25,46,226,22,133,41,31,31,3,4,3,8,4,0,50,45-60,4500,very loyal,0,2,484
1973,Phd,Married,32644.0,1,0,2013-01-16,38,239,3,141,0,7,23,4,7,1,6,8,0,52,45-60,4478,very loyal,1,2,413
1980,2N Cycle,Single,67506.0,0,1,2014-01-02,73,90,38,67,33,36,67,1,4,1,6,3,0,45,30-45,4127,very loyal,0,2,331
1970,Graduation,Single,24206.0,1,0,2013-03-08,66,7,2,8,3,2,3,1,1,0,3,6,0,55,45-60,4427,very loyal,1,2,25
1967,Phd,Divorced,28420.0,1,0,2013-12-24,36,4,2,5,2,0,0,1,1,0,2,6,0,58,45-60,4136,very loyal,1,2,13
1970,Graduation,Married,22979.0,1,0,2012-09-06,29,16,17,19,20,21,22,3,3,2,2,8,1,55,45-60,4610,very loyal,1,2,115
1966,Graduation,Single,33279.0,0,0,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,0,59,45-60,3966,very loyal,0,1,16
1972,Master,Single,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,53,45-60,4233,very loyal,1,3,92
1977,Graduation,Married,30368.0,0,1,2013-11-07,97,35,0,13,2,0,2,2,2,0,3,8,0,48,45-60,4183,very loyal,0,2,52
1970,Graduation,Married,63684.0,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,55,45-60,4529,very loyal,0,2,1464
1964,Graduation,Divorced,41638.0,0,1,2013-02-13,68,315,0,31,4,0,91,4,5,5,3,8,0,61,60-80,4450,very loyal,0,2,441
1959,Phd,Divorced,68805.0,0,1,2013-09-17,73,182,2,49,17,13,20,1,3,1,7,2,0,66,60-80,4234,very loyal,0,2,283
1966,Phd,Married,65814.0,0,1,2014-03-02,90,561,14,113,10,14,35,3,8,2,10,5,0,59,45-60,4068,very loyal,0,2,747
1958,Graduation,Divorced,71964.0,0,0,2013-05-20,81,587,51,932,180,34,86,1,5,6,5,3,0,67,60-80,4354,very loyal,0,1,1870
1986,Graduation,Single,39146.0,1,0,2013-02-14,1,94,1,33,13,12,12,3,4,0,4,8,0,39,30-45,4449,very loyal,1,2,165
1977,Graduation,Married,96876.0,0,0,2013-08-06,79,908,43,735,40,194,21,1,7,7,9,2,1,48,45-60,4276,very loyal,0,1,1941
1981,Basic,Married,34445.0,0,0,2013-01-27,92,228,122,122,208,129,30,6,11,2,8,9,0,44,30-45,4467,very loyal,0,1,839
1958,Graduation,Single,68281.0,0,0,2012-08-07,31,995,112,417,42,48,41,1,2,9,13,5,1,67,60-80,4640,very loyal,0,1,1655
1975,2N Cycle,Married,37284.0,1,1,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6,0,50,45-60,4406,very loyal,1,3,23
1983,Graduation,Married,36790.0,0,0,2013-03-01,14,3,3,14,15,21,10,1,2,1,2,9,1,42,30-45,4434,very loyal,0,1,66
1967,Graduation,Married,27943.0,1,1,2013-04-15,89,12,1,16,4,1,3,3,2,0,3,8,0,58,45-60,4389,very loyal,1,3,37
1951,Graduation,Divorced,22263.0,1,1,2014-03-30,31,17,0,2,0,0,2,2,1,0,3,6,0,74,60-80,4040,very loyal,1,3,21
1972,Graduation,Married,30261.0,1,2,2012-09-25,75,8,0,5,0,3,6,1,0,0,3,8,0,53,45-60,4591,very loyal,1,4,22
1978,Graduation,Married,28587.0,1,0,2014-02-12,42,22,4,17,12,10,13,3,2,0,4,6,0,47,45-60,4086,very loyal,1,2,78
1982,Master,Married,43815.0,1,0,2013-04-05,53,14,10,29,4,7,15,1,2,0,3,6,0,43,30-45,4399,very loyal,1,2,79
1956,Graduation,Married,48195.0,1,1,2014-01-21,53,106,27,68,52,7,5,6,4,2,5,6,0,69,60-80,4108,very loyal,1,3,265
1952,Master,Married,77027.0,0,1,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,0,73,60-80,4093,very loyal,0,2,1175
1965,Phd,Married,71322.0,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,60,45-60,4447,very loyal,0,2,1305
1979,Master,Married,32765.0,1,0,2014-02-23,49,13,3,17,7,3,3,2,2,0,4,5,0,46,45-60,4075,very loyal,1,2,46
1965,Graduation,Married,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,60,45-60,4423,very loyal,1,3,25
1953,Graduation,Divorced,23272.0,0,0,2013-10-17,29,19,3,6,4,2,12,1,1,0,3,4,0,72,60-80,4204,very loyal,0,1,46
1949,Master,Married,49912.0,0,1,2012-09-07,5,520,8,223,32,49,42,4,10,5,7,8,1,76,60-80,4609,very loyal,0,2,874
1985,2N Cycle,Married,7500.0,1,0,2012-08-01,98,5,17,17,13,14,34,4,2,1,3,9,0,40,30-45,4646,very loyal,1,2,100
1947,Phd,Widowed,68117.0,0,1,2013-03-10,80,618,44,215,0,17,36,2,11,8,4,6,1,78,60-80,4425,very loyal,0,2,930
1955,Graduation,Married,67225.0,0,1,2013-11-26,4,315,35,322,46,7,143,3,7,2,11,5,0,70,60-80,4164,very loyal,0,2,868
1976,Graduation,Married,17649.0,1,0,2013-11-12,70,15,1,23,0,5,1,3,3,0,3,8,0,49,45-60,4178,very loyal,1,2,45
1975,Graduation,Married,55914.0,0,1,2013-04-29,32,384,60,364,119,101,232,4,11,6,8,7,0,50,45-60,4375,very loyal,0,2,1260
1984,Graduation,Married,40059.0,1,0,2013-09-28,82,110,29,92,28,10,145,1,6,2,3,8,0,41,30-45,4223,very loyal,1,2,414
1950,Graduation,Married,60905.0,0,1,2013-12-05,27,208,17,76,36,17,38,2,3,3,7,2,0,75,60-80,4155,very loyal,0,2,392
1977,Graduation,Married,75330.0,1,1,2012-10-04,94,555,82,257,93,61,61,4,10,3,12,6,0,48,45-60,4582,very loyal,1,3,1109
1951,Graduation,Single,60689.0,0,1,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,74,60-80,4342,very loyal,0,2,639
1984,Graduation,Married,38680.0,1,0,2013-03-28,97,11,0,36,15,5,12,1,2,0,3,7,0,41,30-45,4407,very loyal,1,2,79
1982,Graduation,Married,61416.0,0,0,2013-02-08,25,848,154,323,201,61,78,1,10,3,10,6,0,43,30-45,4455,very loyal,0,1,1665
1991,Graduation,Single,49767.0,0,0,2013-05-02,92,202,47,197,55,42,149,1,5,4,8,4,0,34,30-45,4372,very loyal,0,1,692
1970,Graduation,Single,83273.0,1,2,2012-09-25,98,433,89,650,16,102,102,10,4,6,9,7,0,55,45-60,4591,very loyal,1,4,1392
1981,Graduation,Married,29009.0,1,0,2013-11-29,19,6,6,15,10,5,2,2,2,0,3,6,0,44,30-45,4161,very loyal,1,2,44
1979,Master,Married,45057.0,1,0,2013-12-01,80,37,0,7,3,0,3,1,2,0,3,5,0,46,45-60,4159,very loyal,1,2,50
1971,Graduation,Married,37150.0,1,0,2012-09-11,80,167,37,64,49,34,116,8,4,3,6,7,0,54,45-60,4605,very loyal,1,2,467
1970,Graduation,Single,43020.0,1,0,2013-11-30,79,45,7,99,4,25,43,3,4,1,4,6,0,55,45-60,4160,very loyal,1,2,223
1959,Graduation,Married,53154.0,0,1,2014-06-09,50,129,0,21,0,1,7,1,3,1,4,4,0,66,60-80,3969,very loyal,0,2,158
1973,Graduation,Married,65308.0,0,0,2013-09-11,60,713,0,264,120,80,34,1,7,8,12,4,0,52,45-60,4240,very loyal,0,1,1211
1970,Graduation,Single,76467.0,1,0,2012-08-17,44,676,161,426,210,44,58,2,2,5,5,6,1,55,45-60,4630,very loyal,1,2,1575
